Date	Hour	Temp [C]	Prec [mm]	RHave [%]	Wind [m/s]	Rad (W/m^2)
10/03/2013	22	9.5	0	89	0.9	1.2
11/03/2013	23	9.5	0	89	1.4	2.5
11/03/2013	00	9.3	0	90	1.1	0
11/03/2013	01	9.2	0	90	0.3	0
11/03/2013	02	8.4	0	91	1.3	1.6
11/03/2013	03	8.2	0	91	0.1	0
11/03/2013	04	8.3	0	91	1.4	0
11/03/2013	05	8	0	91	1.5	0.2
11/03/2013	06	7.5	0	92	0.7	8.5
11/03/2013	07	7.5	0	92	1	57.7
11/03/2013	08	8.9	0	89	1.1	295.2
11/03/2013	09	10.1	0	82	1.7	284.8
11/03/2013	10	10.2	0	85	1.8	455.6
11/03/2013	11	11.3	0	81	0.5	397.4
11/03/2013	12	12	0	77	0.6	301.2
11/03/2013	13	12.5	0	76	1.9	297.7
11/03/2013	14	13	0	73	1.8	452.8
11/03/2013	15	13.5	0	68	2.2	356.1
11/03/2013	16	13	0	67	1.7	162
11/03/2013	17	12.2	0	71	0.5	45.7
11/03/2013	18	10.8	0	79	0.4	0.7
11/03/2013	19	10.4	0	83	1.8	0.7
11/03/2013	20	9.9	0	87	1.8	1.6
11/03/2013	21	8.8	0	88	0.9	0
11/03/2013	22	8.3	0	90	1	0
12/03/2013	23	7.8	0	90	1.1	0
12/03/2013	00	6.4	0	91	1.6	0
12/03/2013	01	5.2	0	92	0.6	0
12/03/2013	02	5.4	0	92	0.2	2.3
12/03/2013	03	6.4	0	92	0.5	7.6
12/03/2013	04	6.6	0	92	0.2	0.2
12/03/2013	05	5.5	0	92	0.6	0
12/03/2013	06	5.3	0.2	92	0.8	7.2
12/03/2013	07	5.5	0	92	1.2	59.8
12/03/2013	08	6.6	0	92	1	108.9
12/03/2013	09	8	0	90	0.3	178.9
12/03/2013	10	9.6	0	89	0.9	274.4
12/03/2013	11	11.3	0	82	1.8	419.1
12/03/2013	12	12.8	0	73	1.5	733.9
12/03/2013	13	14.4	0	62	0.9	720.5
12/03/2013	14	15.1	0	58	1.8	623.1
12/03/2013	15	14.4	0	60	2.1	213.7
12/03/2013	16	13.4	0	66	1.8	89.5
12/03/2013	17	12.6	0	71	4.3	48.9
12/03/2013	18	11	0	79	3.3	0.2
12/03/2013	19	10.4	0	80	3.3	2.3
12/03/2013	20	10.2	0	80	2.3	0.2
12/03/2013	21	9.3	0	82	1.2	0
12/03/2013	22	8.6	0	84	0.8	0
13/03/2013	23	7.3	0	88	1	3
13/03/2013	00	7.1	0	89	1.2	0
13/03/2013	01	7.2	0	89	2.3	0
13/03/2013	02	7.1	0	90	0.7	2.1
13/03/2013	03	6.9	0.2	90	1.3	0
13/03/2013	04	7	0	90	2.5	0
13/03/2013	05	7.5	0.6	88	4.6	0.9
13/03/2013	06	7.7	0.6	86	3.8	4.2
13/03/2013	07	8	0.4	84	3.7	19.2
13/03/2013	08	8.6	0	78	2.4	102.9
13/03/2013	09	10	0	73	2.5	300.9
13/03/2013	10	11.8	0	66	2.6	488.1
13/03/2013	11	12.2	0	65	2.8	251.6
13/03/2013	12	12.8	0	63	1.1	344.1
13/03/2013	13	13.2	0	60	2.4	292.4
13/03/2013	14	13	0	59	3.1	172.9
13/03/2013	15	12.3	0	65	1.9	118.4
13/03/2013	16	12	0	66	2.8	109.9
13/03/2013	17	10.8	0	72	2.3	48.2
13/03/2013	18	9.4	0	80	2.9	0
13/03/2013	19	9.2	0	78	4.3	0
13/03/2013	20	8.5	0	82	0.8	1.4
13/03/2013	21	8.2	0	86	2.3	0
13/03/2013	22	8	0	83	2.4	0
14/03/2013	23	7.6	0	82	2.3	0.9
14/03/2013	00	7.5	0	85	1.9	4.4
14/03/2013	01	7.5	0	87	2.1	1.6
14/03/2013	02	7.4	0.2	88	2.5	0
14/03/2013	03	7.5	0	88	2.6	1.2
14/03/2013	04	7.3	0.4	88	2.6	2.3
14/03/2013	05	7.2	0	90	3.7	1.4
14/03/2013	06	7	1.8	90	4.8	0
14/03/2013	07	7.3	0.4	89	2.8	21.5
14/03/2013	08	7.8	0	83	3.6	46.6
14/03/2013	09	8.2	0	77	3.9	133.9
14/03/2013	10	8.7	0	72	3	89.1
14/03/2013	11	9	0.2	69	1.9	78.9
14/03/2013	12	7.1	3	82	2	57
14/03/2013	13	7.3	0.8	80	0.6	110.3
14/03/2013	14	7.8	0.2	77	1.2	86.3
14/03/2013	15	7.3	0.8	77	3.7	49.2
14/03/2013	16	7	0	76	2.9	63.7
14/03/2013	17	6.6	0.2	78	2.9	21
14/03/2013	18	6.1	0	82	2	0
14/03/2013	19	5.6	0	85	0.8	0
14/03/2013	20	5	0	88	1.8	0
14/03/2013	21	4.3	0	90	1.2	0
14/03/2013	22	4.5	0	88	1.2	1.2
15/03/2013	23	4.7	0	78	0.8	0
15/03/2013	00	4.9	0	71	1.1	0
15/03/2013	01	4.9	0	69	0.5	2.5
15/03/2013	02	3.9	0	77	0.5	0
15/03/2013	03	3.9	0	77	1.2	0.7
15/03/2013	04	3	0	86	1.2	0
15/03/2013	05	1.8	0	90	2	0
15/03/2013	06	1.9	0	91	1.3	4.2
15/03/2013	07	2.4	0	92	2.8	38.8
15/03/2013	08	4	0	81	3.2	147.7
15/03/2013	09	4.8	0	70	2.3	264.5
15/03/2013	10	5.7	0	65	0.7	322.2
15/03/2013	11	7.2	0	55	4.2	549.5
15/03/2013	12	7.5	0	63	4.1	796.9
15/03/2013	13	8.1	0	61	3.9	820.2
15/03/2013	14	6.3	0.4	67	8.2	117
15/03/2013	15	3.2	0.8	85	3.8	26.1
15/03/2013	16	4	0	79	3.2	56.3
15/03/2013	17	3.9	0	79	2.2	38.8
15/03/2013	18	3.4	0	79	2.6	0
15/03/2013	19	2.7	0	83	1.2	0
15/03/2013	20	1.9	0	84	1.3	0
15/03/2013	21	1.5	0	86	1.9	0.5
15/03/2013	22	0.7	0	88	1.2	0
16/03/2013	23	0.8	0	89	1.9	0
16/03/2013	00	0.2	0	91	1.2	0
16/03/2013	01	0.2	0	88	2.8	0.9
16/03/2013	02	0	0	85	2.7	0
16/03/2013	03	-0.6	0	88	2.9	0
16/03/2013	04	-0.3	0	87	1.8	0
16/03/2013	05	-0.8	0	88	1.4	0
16/03/2013	06	-1.5	0	91	1.3	9.2
16/03/2013	07	0.1	0	88	1.6	169.2
16/03/2013	08	2.8	0.2	80	1.5	353.1
16/03/2013	09	5.5	0	68	3.1	527.1
16/03/2013	10	7.1	0	57	4.7	673.9
16/03/2013	11	7.7	0	51	4.4	712.2
16/03/2013	12	8.4	0	47	4	695.3
16/03/2013	13	8.9	0	44	3.4	616.6
16/03/2013	14	9.3	0	43	4	638.3
16/03/2013	15	9	0	47	4.1	484.2
16/03/2013	16	8.2	0	49	6	281.6
16/03/2013	17	6.6	0	53	5.4	100.9
16/03/2013	18	4.4	0	62	3.6	3.2
16/03/2013	19	3.2	0	67	3.6	0
16/03/2013	20	3	0	70	3.5	3.9
16/03/2013	21	2.4	0	72	3.2	0
16/03/2013	22	2.7	0	72	3.8	3
17/03/2013	23	2.9	0	70	3.1	0
17/03/2013	00	2.6	0	71	2.5	0
17/03/2013	01	1.7	0	74	1.2	0
17/03/2013	02	1	0	80	0.8	0
17/03/2013	03	0.9	0	82	1	0
17/03/2013	04	0.7	0	81	1.3	0
17/03/2013	05	-0.1	0	85	1	1.4
17/03/2013	06	0.9	0	83	0.6	8.3
17/03/2013	07	1.9	0	81	0.2	47.1
17/03/2013	08	3.2	0	76	1.1	143.3
17/03/2013	09	5.3	0	71	1.3	290.3
17/03/2013	10	8.9	0	55	2.3	593.8
17/03/2013	11	11	0	43	2.1	540.3
17/03/2013	12	11.1	0	44	2.6	366.3
17/03/2013	13	11.2	0	44	3.6	303
17/03/2013	14	10.9	0	44	2.3	146.1
17/03/2013	15	10.1	0	46	1.8	52.6
17/03/2013	16	8.8	0	56	2.9	37.8
17/03/2013	17	7.8	0	66	2.3	14.1
17/03/2013	18	7.5	0	71	3.5	1.8
17/03/2013	19	7.6	0	77	2	1.2
17/03/2013	20	7.7	0	74	2.2	0
17/03/2013	21	7.5	0	73	2.2	0
17/03/2013	22	7.2	0	75	2.5	0
18/03/2013	23	6.9	0.2	79	2.8	0
18/03/2013	00	6.6	0.2	84	1.6	0
18/03/2013	01	6.5	0	84	2.5	0
18/03/2013	02	6.8	0	86	1.7	0
18/03/2013	03	7.3	0	85	3.9	1.4
18/03/2013	04	7.5	0	83	2.7	0
18/03/2013	05	7.2	0.2	85	1.8	3
18/03/2013	06	6.4	0	89	1.5	0
18/03/2013	07	6.2	0.2	90	5.1	16.4
18/03/2013	08	3.9	0	91	6.6	16.6
18/03/2013	09	3.8	0	91	5.4	93
18/03/2013	10	4.2	0.4	90	7	130.6
18/03/2013	11	4.2	1.6	90	7.3	110.5
18/03/2013	12	3.8	1.4	90	7.9	165.9
18/03/2013	13	3.8	0.4	89	9.1	81
18/03/2013	14	3.2	3.6	90	9.7	82.2
18/03/2013	15	4.6	0	86	7.1	301.2
18/03/2013	16	5.5	0	83	7.8	215.8
18/03/2013	17	5	0	83	5.6	56.1
18/03/2013	18	4	0	85	4	4.6
18/03/2013	19	3	0	87	3.1	0
18/03/2013	20	2.3	0	89	1.3	0
18/03/2013	21	1.4	0	91	1.1	0
18/03/2013	22	0.8	0	92	5.4	0
19/03/2013	23	2.2	0	86	3.6	0
19/03/2013	00	1.5	0	87	2.1	0
19/03/2013	01	1.8	0	85	2.3	0
19/03/2013	02	0.6	0	87	1.7	0
19/03/2013	03	0	0	89	1.8	0
19/03/2013	04	0.7	0	88	2.5	2.3
19/03/2013	05	1.1	0	87	1.6	1.2
19/03/2013	06	0.7	0	88	2.8	22.2
19/03/2013	07	2.1	0	85	3.3	179.1
19/03/2013	08	5.7	0	77	2.3	393.3
19/03/2013	09	8.9	0	69	4	579
19/03/2013	10	10.9	0	63	1.6	713.3
19/03/2013	11	12.9	0	58	3.9	796.4
19/03/2013	12	14.7	0	49	7.2	838.9
19/03/2013	13	15.5	0.2	39	5.9	797.1
19/03/2013	14	16	0	36	4.6	680.6
19/03/2013	15	16.1	0	34	3.1	515.3
19/03/2013	16	16.3	0	30	3.5	271.2
19/03/2013	17	13.7	0	44	4.5	34.2
19/03/2013	18	10.9	0	52	3.6	1.6
19/03/2013	19	8.1	0	61	2.3	0
19/03/2013	20	6.5	0	66	1.3	0
19/03/2013	21	6.2	0	65	1.1	0
19/03/2013	22	4.5	0	72	0.2	0
20/03/2013	23	3.6	0	77	0.8	0
20/03/2013	00	3.2	0	79	1.1	0
20/03/2013	01	3.3	0	76	1.1	0
20/03/2013	02	2.9	0	78	1.1	0
20/03/2013	03	2.1	0	81	2.1	0
20/03/2013	04	1.6	0	84	1.5	0.5
20/03/2013	05	1.7	0	85	1.5	0
20/03/2013	06	2.1	0	86	1.7	12
20/03/2013	07	2.8	0	85	1.3	96.9
20/03/2013	08	7.7	0	75	1.7	335.6
20/03/2013	09	12.3	0	62	4	518.3
20/03/2013	10	13.5	0	57	2.4	362.1
20/03/2013	11	14.1	0	56	1.9	313.4
20/03/2013	12	14.3	0	56	1.7	237
20/03/2013	13	13	0	64	2.3	128.8
20/03/2013	14	12.4	0.2	73	4.9	217.2
20/03/2013	15	11.8	0	76	2	145.9
20/03/2013	16	10.5	0.4	81	1.2	30.7
20/03/2013	17	9.6	1	84	1.9	8.5
20/03/2013	18	8.9	1	86	1.4	0
20/03/2013	19	8.5	1.2	87	2	0
20/03/2013	20	8.1	0.8	89	2	1.8
20/03/2013	21	8	0.4	89	1.3	0.5
20/03/2013	22	7.8	0.2	90	1.6	0
21/03/2013	23	7.8	0.2	90	3.1	0
21/03/2013	00	7.4	0.6	90	3.8	0
21/03/2013	01	7.5	0.2	89	6.5	3.9
21/03/2013	02	7	0	86	6.9	6.5
21/03/2013	03	6.4	0	85	5.8	0
21/03/2013	04	6	0	85	4.1	0
21/03/2013	05	5.2	0	86	1.6	1.2
21/03/2013	06	4.1	0	88	2.8	8.3
21/03/2013	07	4.7	0	87	5.4	164.8
21/03/2013	08	7.3	0	79	5.9	389.8
21/03/2013	09	9.1	0	71	6.9	580.2
21/03/2013	10	10.8	0	65	6.9	730.9
21/03/2013	11	12.4	0	59	6.9	820.4
21/03/2013	12	14	0	50	8.4	850.9
21/03/2013	13	15	0	41	8	812.6
21/03/2013	14	15.7	0	37	6.7	709.4
21/03/2013	15	15.9	0	33	6.4	545.6
21/03/2013	16	15.7	0	34	5.3	351.2
21/03/2013	17	15.2	0	42	1.5	159.7
21/03/2013	18	12.6	0	53	2	4.4
21/03/2013	19	8.8	0	63	2.5	0
21/03/2013	20	6.9	0	67	1.8	0.7
21/03/2013	21	6.4	0	65	1.1	0
21/03/2013	22	5.7	0	64	1.1	0
22/03/2013	23	4.7	0	69	1.2	0
22/03/2013	00	3.8	0	71	0.8	0
22/03/2013	01	2.3	0	79	1.8	0
22/03/2013	02	1.9	0	82	2.1	0
22/03/2013	03	1.6	0	83	1.8	0
22/03/2013	04	1.5	0	84	1.6	0.2
22/03/2013	05	0.8	0	84	2.8	0
22/03/2013	06	1.6	0	77	2.6	22.6
22/03/2013	07	4	0	75	2.5	184.4
22/03/2013	08	6.9	0	70	2.5	390.3
22/03/2013	09	9.7	0	67	1.6	572.8
22/03/2013	10	11.7	0	64	1.5	711.7
22/03/2013	11	13.2	0	59	2.2	784.7
22/03/2013	12	14.6	0	52	1	816.7
22/03/2013	13	15.9	0	45	1.8	749.1
22/03/2013	14	16.5	0	42	1	606.7
22/03/2013	15	17	0	38	0.6	479.1
22/03/2013	16	16.9	0	38	1	275.6
22/03/2013	17	14.1	0	54	1.7	66
22/03/2013	18	10.7	0	69	2.8	3.9
22/03/2013	19	9.5	0	71	2.9	0
22/03/2013	20	8.3	0	78	1.2	0
22/03/2013	21	6.8	0	86	1.6	0
22/03/2013	22	6.7	0	87	2.4	0
23/03/2013	23	6.7	0	87	3.4	1.6
23/03/2013	00	6.7	0	88	2.1	0
23/03/2013	01	7.3	0	88	2.3	0
23/03/2013	02	7.3	0	88	0.1	0
23/03/2013	03	5.7	0	91	1.8	0
23/03/2013	04	5.1	0	92	1.9	1.6
23/03/2013	05	6.1	0	92	0.9	0
23/03/2013	06	6.8	0	92	1.5	5.3
23/03/2013	07	7.9	0	91	1.7	77.8
23/03/2013	08	9.2	0	89	1.4	134.5
23/03/2013	09	10.2	0	85	2	222.5
23/03/2013	10	12	0	75	2.8	674.6
23/03/2013	11	13.5	0	68	2.8	635.1
23/03/2013	12	14.8	0	64	3.5	725.8
23/03/2013	13	14.7	0	65	4.5	353.1
23/03/2013	14	14.1	0	66	3.3	166.4
23/03/2013	15	13.6	0	67	3.7	85.2
23/03/2013	16	11.7	1.6	79	3.3	21.2
23/03/2013	17	10.8	0.2	85	3.3	26.5
23/03/2013	18	10.7	0	85	1.6	1.6
23/03/2013	19	10.7	0.6	84	3.3	0.7
23/03/2013	20	10	0.8	87	3	0
23/03/2013	21	9.8	0.8	87	3.1	0
23/03/2013	22	9.3	0.4	87	3.5	0.5
24/03/2013	23	9.2	0.2	87	3.6	0.2
24/03/2013	00	9.3	0.2	87	5.2	0.9
24/03/2013	01	9.1	0.4	89	4.8	3.5
24/03/2013	02	8.8	0.4	89	6.2	0
24/03/2013	03	8.5	0.2	88	5.5	0
24/03/2013	04	8.3	0	88	5.8	0
24/03/2013	05	8.1	0	88	5.3	0.5
24/03/2013	06	7.9	1.8	88	6.4	4.4
24/03/2013	07	7.7	3	89	6.5	21.7
24/03/2013	08	7.5	1.4	89	6.1	33.5
24/03/2013	09	7.6	0.6	88	6.7	65.8
24/03/2013	10	8	0	86	6.7	123
24/03/2013	11	8.8	0	83	8.1	140.1
24/03/2013	12	8.8	0	81	8.4	98.5
24/03/2013	13	8.4	0	83	6.8	96
24/03/2013	14	8	0	84	7.7	54.9
24/03/2013	15	7.3	0.8	86	9.4	38.1
24/03/2013	16	6.9	0	87	6.1	21
24/03/2013	17	6.9	0	86	7.2	11.3
24/03/2013	18	6.9	0	86	6.2	1.8
24/03/2013	19	6.5	0	86	5.8	0
24/03/2013	20	6.3	0.2	87	5.2	0
24/03/2013	21	6.1	0.4	87	4.6	0.9
24/03/2013	22	5.5	1.8	88	4.5	4.2
25/03/2013	23	5.1	1.4	90	4.8	0.2
25/03/2013	00	4.7	1.2	89	5.4	0
25/03/2013	01	4.1	1.4	90	6.9	0
25/03/2013	02	3.7	0.4	89	6.8	0
25/03/2013	03	3.5	1.4	90	6.6	0
25/03/2013	04	3.4	0.6	90	6.9	0.9
25/03/2013	05	3.4	0.6	89	5.9	1.8
25/03/2013	06	3.3	0.6	89	5	0
25/03/2013	07	3.1	0.4	89	5.5	22.2
25/03/2013	08	3.3	0.4	90	2	61.4
25/03/2013	09	3.5	0.6	91	3.5	35.3
25/03/2013	10	3.4	2.2	91	3.9	58.8
25/03/2013	11	2.8	1.2	91	4.8	70.4
25/03/2013	12	2.7	0.4	91	4.6	80.8
25/03/2013	13	3.2	0.2	90	4.3	83.5
25/03/2013	14	3.2	0.4	89	4.3	133.4
25/03/2013	15	3.3	0.4	88	4.9	169.6
25/03/2013	16	2.8	0.6	89	4.1	114.2
25/03/2013	17	2.4	0.2	89	2.4	30.9
25/03/2013	18	2.1	0	91	4	0
25/03/2013	19	2.1	0	90	3.3	0
25/03/2013	20	2.4	0	89	2	0
25/03/2013	21	2.8	0	86	2.2	1.2
25/03/2013	22	2.9	0	85	2.3	0
26/03/2013	23	2.9	0	84	3.8	0
26/03/2013	00	2.8	0	84	2.4	0.2
26/03/2013	01	2.7	0	87	2	2.1
26/03/2013	02	2.8	0	88	2.5	0
26/03/2013	03	2.7	0	88	2.1	3.5
26/03/2013	04	2.7	0	86	3.1	0
26/03/2013	05	2.6	0	82	2.1	1.8
26/03/2013	06	2.6	0	80	1.6	6.2
26/03/2013	07	2.8	0	79	1.6	57.9
26/03/2013	08	3.5	0	80	1.1	88.2
26/03/2013	09	4	0	81	1.7	88.4
26/03/2013	10	4.9	0	77	1.7	142.4
26/03/2013	11	5.8	0	68	2.3	214.4
26/03/2013	12	7	0	64	2.9	426.5
26/03/2013	13	7.5	0	62	2.5	436.4
26/03/2013	14	7.5	0	61	0.7	231.7
26/03/2013	15	6.9	0.4	67	2.5	57
26/03/2013	16	5.6	1.6	76	1.6	37.8
26/03/2013	17	5.2	0.4	82	0.6	35.3
26/03/2013	18	4.8	0	85	1.6	3.5
26/03/2013	19	4.7	0.2	84	1.8	1.6
26/03/2013	20	4.4	0	85	3	0
26/03/2013	21	4.2	0	85	1.7	0
26/03/2013	22	3.9	0	87	0.6	0
27/03/2013	23	3.5	0	88	0.1	1.2
27/03/2013	00	3	0	90	0.5	0
27/03/2013	01	2.9	0	92	1	1.4
27/03/2013	02	3.1	0	92	0.8	0
27/03/2013	03	2.7	0	92	0.3	1.2
27/03/2013	04	2.4	0	92	0.9	0
27/03/2013	05	2.8	0	93	0.6	0
27/03/2013	06	3	0	91	1.1	20.8
27/03/2013	07	3.5	0	84	1.3	171.7
27/03/2013	08	4.9	0	75	1.6	406.6
27/03/2013	09	6.6	0	70	2.5	590.3
27/03/2013	10	7.9	0	65	1.9	583.2
27/03/2013	11	8.6	0	61	2.2	435.7
27/03/2013	12	9.2	0	57	1.7	357.2
27/03/2013	13	9.3	0	57	1.4	285.5
27/03/2013	14	8.9	0	62	2.9	149.5
27/03/2013	15	9.1	0	63	2.1	170.1
27/03/2013	16	8.8	0	66	2.3	113.1
27/03/2013	17	8.1	0	70	1.9	29.1
27/03/2013	18	7.4	0	73	1.8	5.5
27/03/2013	19	6.9	0	75	1.4	0
27/03/2013	20	6.4	0	79	1.6	0
27/03/2013	21	6	0	81	1.9	0
27/03/2013	22	5.1	0	84	1.8	0
28/03/2013	23	4	0	87	2.2	0
28/03/2013	00	3.6	0	87	2.3	0
28/03/2013	01	3.4	0	88	1.8	0
28/03/2013	02	4.4	0	86	2.1	0
28/03/2013	03	5	0	83	2.2	0.9
28/03/2013	04	5.1	0	84	1.6	1.4
28/03/2013	05	5.5	0	83	1.4	0
28/03/2013	06	5.5	0	84	0.6	6
28/03/2013	07	5.9	0	85	1.2	21
28/03/2013	08	6.6	0	83	2.2	27.9
28/03/2013	09	6.8	0.2	84	2.3	43.4
28/03/2013	10	7.1	0.4	85	2.2	67.9
28/03/2013	11	7.2	0	87	3.5	64.2
28/03/2013	12	7.6	0	87	4.1	60.7
28/03/2013	13	8.2	0	86	2.5	64.2
28/03/2013	14	8.8	0	82	3.3	70.4
28/03/2013	15	9	0	79	3	57
28/03/2013	16	8.7	0	79	3.3	34.4
28/03/2013	17	8.3	0	78	2.7	9.9
28/03/2013	18	8	0	78	2.1	2.3
28/03/2013	19	7.5	0	79	2.8	0
28/03/2013	20	6.7	0	86	4	0.7
28/03/2013	21	6.2	0.2	89	3.6	0
28/03/2013	22	6	0	90	3.8	1.8
29/03/2013	23	5.8	0	91	3.6	0
29/03/2013	00	5.7	0	91	3	2.1
29/03/2013	01	5.7	0	91	2.7	0
29/03/2013	02	5.7	0	91	2.7	0
29/03/2013	03	5.6	0	92	2	0
29/03/2013	04	5.6	0	92	2.1	0
29/03/2013	05	5.5	0	91	2.8	0
29/03/2013	06	5.6	0	91	3.1	5.1
29/03/2013	07	5.9	0	90	3.8	60.2
29/03/2013	08	6.4	0	87	3.2	115.4
29/03/2013	09	7.1	0	83	2.7	221.8
29/03/2013	10	7.8	0	80	3	313.6
29/03/2013	11	8.4	0	78	2.9	346.2
29/03/2013	12	9.2	0	76	1.3	475.9
29/03/2013	13	10.2	0	71	1.2	358.6
29/03/2013	14	9.9	0	74	2	215.8
29/03/2013	15	10.4	0	74	1.2	176.8
29/03/2013	16	10.7	0	75	1.1	95.1
29/03/2013	17	10.6	0	77	1.3	65.8
29/03/2013	18	10.1	0	81	1.8	5.1
29/03/2013	19	9.2	0	82	2.3	0.2
29/03/2013	20	8.5	0	84	1.4	0.5
29/03/2013	21	8.3	0	86	1.1	0
29/03/2013	22	8.3	0	86	1.5	0.7
30/03/2013	23	8.3	0	87	1.3	0
30/03/2013	00	8.2	0	86	1.1	2.1
30/03/2013	01	8.1	0	87	0.6	0.2
30/03/2013	02	8	0	89	1.1	0.7
30/03/2013	03	7.9	0	89	0.1	0
30/03/2013	04	7.6	0	90	0.6	0
30/03/2013	05	7.6	0	90	0.8	3
30/03/2013	06	7.7	0	90	1.2	11.1
30/03/2013	07	8.1	0	88	1.1	42
30/03/2013	08	8.6	0	85	1.6	101.1
30/03/2013	09	8.8	0	85	2.7	89.8
30/03/2013	10	8.7	1.6	87	2.8	82.4
30/03/2013	11	8.6	2.8	89	4	65.3
30/03/2013	12	8.5	2.6	90	2.5	64.4
30/03/2013	13	9	0.8	90	2.8	89.3
30/03/2013	14	8.9	0.4	90	3.6	44.3
30/03/2013	15	9	1.2	90	2.7	23.3
30/03/2013	16	9.1	1.6	90	2.7	19.2
30/03/2013	17	9.1	4.2	91	5.7	5.8
30/03/2013	18	8.9	4	91	5.8	2.3
30/03/2013	19	8.7	0.8	91	6.6	2.3
30/03/2013	20	8.7	0	90	7	0
30/03/2013	21	8.3	0.4	90	7.1	0.2
30/03/2013	22	8.1	0	90	7.4	0
31/03/2013	23	7.9	0	89	7.4	0
31/03/2013	00	7.8	0	87	6.5	0
31/03/2013	01	7.9	0	84	6.3	2.8
31/03/2013	02	7.8	0	83	4.9	0
31/03/2013	03	7.5	0	83	4.8	0
31/03/2013	04	7.8	0	81	4.2	0
31/03/2013	05	7.5	0	82	3.3	5.1
31/03/2013	06	6.5	0	84	3.3	21
31/03/2013	07	7.9	0	81	4.6	244.2
31/03/2013	08	10	0	75	3.5	417.5
31/03/2013	09	10.6	0	73	3	417.3
31/03/2013	10	12.8	0	67	2.8	757
31/03/2013	11	13.6	0	66	2.6	865.9
31/03/2013	12	14.5	0	62	3.9	842.6
31/03/2013	13	14.7	0	62	3.8	776.6
31/03/2013	14	14.6	0	61	3.4	509.1
31/03/2013	15	12.7	0	63	4.7	184.2
31/03/2013	16	11.2	0	68	6.5	150
31/03/2013	17	10	0	70	4.5	46.8
31/03/2013	18	9.4	0	71	4	0.5
31/03/2013	19	8.9	0	75	3.9	0.9
31/03/2013	20	8.2	0	78	1	0
31/03/2013	21	7.8	0	83	1.6	0.2
31/03/2013	22	7.7	0	82	1.6	0
01/04/2013	23	7.9	0	81	0.6	0
01/04/2013	00	7.9	0	82	2.1	3
01/04/2013	01	7.9	0	82	1.5	0
01/04/2013	02	7.8	0	82	1.4	0
01/04/2013	03	7.6	0	78	1.8	0
01/04/2013	04	7.2	0	77	1.4	1.8
01/04/2013	05	6.6	0	79	1.5	0
01/04/2013	06	6.6	0	80	1	25.4
01/04/2013	07	6.6	0	81	1	26.1
01/04/2013	08	7.2	0	82	2.4	171.7
01/04/2013	09	8.7	0	77	2.7	449.8
01/04/2013	10	9.7	0	74	3.4	480.3
01/04/2013	11	10.7	0	71	3.1	464.1
01/04/2013	12	11.8	0	67	2.8	649
01/04/2013	13	12.3	0	65	3.5	465.7
01/04/2013	14	12.3	0	66	4.9	309
01/04/2013	15	12.1	0	68	4	210
01/04/2013	16	11.7	0	71	3.4	140.8
01/04/2013	17	10.7	0	74	3.3	66.7
01/04/2013	18	9.8	0	78	1.8	2.8
01/04/2013	19	9.7	0	80	2.6	0
01/04/2013	20	9.5	1.4	85	4.5	0
01/04/2013	21	8.8	0.6	87	5.1	3.2
01/04/2013	22	8.5	0.4	87	6.5	0
02/04/2013	23	8.2	0.4	85	6.2	1.8
02/04/2013	00	7.9	0.6	86	6.1	0
02/04/2013	01	7.4	1	87	5.2	0
02/04/2013	02	7	0.2	87	5.8	0.9
02/04/2013	03	6.8	0.6	86	5.8	3.2
02/04/2013	04	6.7	0.6	86	4.3	1.4
02/04/2013	05	6.6	2	88	3.3	0
02/04/2013	06	6.7	1	89	3.1	5.3
02/04/2013	07	6.8	1.4	90	1.8	27
02/04/2013	08	7.1	1.4	90	1.5	61.2
02/04/2013	09	7.6	1.4	89	3.3	96.9
02/04/2013	10	8.1	0.4	87	3.1	150.2
02/04/2013	11	8.3	0	83	3.7	175.2
02/04/2013	12	9.4	0	76	2.7	266.8
02/04/2013	13	10	0	73	2.7	260.1
02/04/2013	14	10.5	0	71	2.8	189.9
02/04/2013	15	10.5	0	75	4	139.2
02/04/2013	16	10.4	0	76	2	81.2
02/04/2013	17	10.7	0	65	2.8	81.7
02/04/2013	18	9.8	0	66	3.8	9.9
02/04/2013	19	9	0	70	3.3	0.5
02/04/2013	20	8.4	0	72	2.5	0
02/04/2013	21	8.2	0	70	2.1	0
02/04/2013	22	8.1	0	71	3	0
03/04/2013	23	7.9	0	73	2.8	0
03/04/2013	00	7.6	0	73	2	0
03/04/2013	01	7.5	0	71	1.2	0
03/04/2013	02	7.3	0	72	0.9	0
03/04/2013	03	6.8	0	81	1.9	0
03/04/2013	04	6.6	0	83	1.4	0.5
03/04/2013	05	6.6	0	84	1.3	0
03/04/2013	06	6.7	0	85	1.6	8.3
03/04/2013	07	7.3	0	82	1.1	29.5
03/04/2013	08	7.8	0	78	1	88.9
03/04/2013	09	8.8	0	71	0.3	171.9
03/04/2013	10	9.6	0	64	1.8	273.5
03/04/2013	11	9.9	0	65	2.3	269.8
03/04/2013	12	10.5	0	63	2.2	419.3
03/04/2013	13	11.3	0	62	2.1	346.6
03/04/2013	14	11.5	0	62	1.9	246
03/04/2013	15	12	0	62	2.3	223.2
03/04/2013	16	12.6	0	62	2.4	288.5
03/04/2013	17	12	0	67	3.6	143.8
03/04/2013	18	10.5	0	69	3.7	28.6
03/04/2013	19	8.7	0	75	4.1	0
03/04/2013	20	7.1	0	77	3.4	0
03/04/2013	21	6.2	0	79	3	0
