Date	Hour	Temp [C]	Prec [mm]	RHave [%]	Wind [m/s]	Rad (W/m^2)
08/07/2013	20	23.2	0	65	0.7	3
08/07/2013	21	21.3	0	73	0.2	0.2
08/07/2013	22	19.6	0	82	0.2	0.2
09/07/2013	23	18.7	0	85	0.2	0
09/07/2013	00	18.1	0	87	0.9	0.2
09/07/2013	01	17.9	0	87	1.1	0
09/07/2013	02	17.7	0	88	1.5	0
09/07/2013	03	17.5	0	89	1.6	0.9
09/07/2013	04	17.1	0	89	1.8	4.2
09/07/2013	05	18.5	0	86	1.9	70.4
09/07/2013	06	21.2	0	78	1.7	205.4
09/07/2013	07	23.8	0	67	1.6	391.6
09/07/2013	08	26.3	0	61	0.6	563.6
09/07/2013	09	28.1	0	52	1.8	725.8
09/07/2013	10	29.3	0	47	2	863.1
09/07/2013	11	30.3	0	44	1.5	861
09/07/2013	12	30.7	0	42	1.6	857.8
09/07/2013	13	30.7	0	42	1.2	639.5
09/07/2013	14	31.2	0	41	4.1	650.3
09/07/2013	15	30.7	0	44	2.2	643.4
09/07/2013	16	30.8	0	42	1.9	496.2
09/07/2013	17	30.5	0	41	2.7	311.6
09/07/2013	18	29.3	0	43	2.4	128.5
09/07/2013	19	27	0	50	1.2	20.3
09/07/2013	20	23.5	0	65	1.2	0
09/07/2013	21	22	0	72	1.2	0
09/07/2013	22	20.6	0	78	0.9	0
10/07/2013	23	20.1	0	78	0.3	0
10/07/2013	00	19.1	0	82	1.2	1.6
10/07/2013	01	18.3	0	85	1	0
10/07/2013	02	18	0	86	0.8	0.2
10/07/2013	03	17.7	0	87	1.2	0
10/07/2013	04	17.9	0	87	1.1	5.5
10/07/2013	05	18.5	0	86	1	64.2
10/07/2013	06	21.1	0	81	1.4	198.5
10/07/2013	07	24.5	0	68	1.4	375.9
10/07/2013	08	26.7	0	59	1.7	548.6
10/07/2013	09	28.3	0	51	1.8	709.2
10/07/2013	10	29.1	0	48	1.4	826.7
10/07/2013	11	30.2	0	44	1.7	895.2
10/07/2013	12	30.9	0	41	1.9	915.5
10/07/2013	13	31.4	0	38	3	879.7
10/07/2013	14	31.7	0	35	2.9	814.7
10/07/2013	15	31.8	0	33	1.8	673.7
10/07/2013	16	31.5	0	36	1.5	454.2
10/07/2013	17	30.6	0	37	0.7	215.6
10/07/2013	18	29.2	0	46	0.7	78.2
10/07/2013	19	27	0	54	1.9	21.5
10/07/2013	20	24.7	0	62	0.8	0
10/07/2013	21	22.3	0	75	1.1	0
10/07/2013	22	20.8	0	82	0.1	0
11/07/2013	23	20.3	0	83	1	0
11/07/2013	00	20.2	0	83	0.4	0
11/07/2013	01	19.9	0	85	0.9	0
11/07/2013	02	19.3	0	85	2	0
11/07/2013	03	18.8	0	86	1.5	0
11/07/2013	04	18.8	0	86	2.4	2.3
11/07/2013	05	19.5	0	83	1.5	39.9
11/07/2013	06	21.7	0	76	1.9	174.9
11/07/2013	07	24.1	0	67	2.1	342.2
11/07/2013	08	26.1	0	61	2.5	540.5
11/07/2013	09	28.1	0	57	3.2	706
11/07/2013	10	28.2	0	56	2.3	494.6
11/07/2013	11	30	0	49	1.8	869.8
11/07/2013	12	31	0	45	2.3	877.4
11/07/2013	13	31.7	0	42	3.3	823.9
11/07/2013	14	29.2	0	47	5.9	336.5
11/07/2013	15	27.4	0	53	3.5	417.9
11/07/2013	16	28.3	0	51	3.4	515.1
11/07/2013	17	29	0	44	3.8	324.7
11/07/2013	18	28.5	0	48	2.2	141.5
11/07/2013	19	26.4	0	59	2.5	26.5
11/07/2013	20	24.5	0	66	2.9	0
11/07/2013	21	23.1	0	71	2.2	0
11/07/2013	22	22.8	0	69	2	0
12/07/2013	23	22.2	0.6	71	1.9	0
12/07/2013	00	21.1	0	78	2.1	0
12/07/2013	01	19.2	22.2	85	3.4	4.6
12/07/2013	02	19.5	0.4	87	3.4	0
12/07/2013	03	19.7	0.4	85	2.4	0
12/07/2013	04	19.1	0.2	87	0.6	0
12/07/2013	05	19	0	87	0.6	16.2
12/07/2013	06	19.6	0	87	1	107.8
12/07/2013	07	21.4	0	81	1.4	330.9
12/07/2013	08	23.8	0	72	0.7	557.1
12/07/2013	09	25.5	0	65	1.2	720.5
12/07/2013	10	26.7	0	61	1.6	813.5
12/07/2013	11	27.7	0	55	1.6	883.4
12/07/2013	12	28.7	0	51	2	955
12/07/2013	13	29.4	0	47	1.3	889
12/07/2013	14	30.2	0	45	2.8	811
12/07/2013	15	29.5	0	51	4.5	550.2
12/07/2013	16	28.5	0	55	3.7	457.6
12/07/2013	17	28	0	56	4.2	303.2
12/07/2013	18	26.7	0	59	2.4	99.9
12/07/2013	19	25.2	0	65	1.5	29.5
12/07/2013	20	23.5	0	74	1.9	0
12/07/2013	21	22.7	0	78	1	0
12/07/2013	22	21.7	0	83	0.8	0
13/07/2013	23	21.1	0	85	0.5	0
13/07/2013	00	20.9	0	86	1.2	0
13/07/2013	01	20.9	0	86	0.8	0
13/07/2013	02	20.6	0	88	1.2	0
13/07/2013	03	20.6	0	89	2.9	0
13/07/2013	04	20.4	0	89	1.3	2.3
13/07/2013	05	20.8	0	88	0.6	31.8
13/07/2013	06	21.9	0	84	0.8	106.4
13/07/2013	07	23.1	0	80	1	100.2
13/07/2013	08	22.5	0	84	2.2	44.8
13/07/2013	09	23.5	0	78	2.6	424.2
13/07/2013	10	25.9	0	69	1.6	625.2
13/07/2013	11	27.5	0	62	1.9	778
13/07/2013	12	28.7	0	56	2.1	834.7
13/07/2013	13	29.5	0	54	2.5	828
13/07/2013	14	29.6	0	54	2.2	585.5
13/07/2013	15	28.4	0	58	2.2	175.2
13/07/2013	16	27.5	0	63	4.5	227.1
13/07/2013	17	26.9	0	62	3.2	233.8
13/07/2013	18	25.7	0	66	4.2	133.9
13/07/2013	19	24.4	0	70	1.9	21.5
13/07/2013	20	22.8	0	78	1.3	0
13/07/2013	21	23	0	80	1.6	0
13/07/2013	22	21.4	0	77	5.4	0.5
14/07/2013	23	19.5	2.8	76	5.6	1.2
14/07/2013	00	19.4	0.4	73	4.5	0.5
14/07/2013	01	18.6	0	77	1.9	0
14/07/2013	02	17.3	0	84	1.5	0
14/07/2013	03	17.5	0	83	0.5	0
14/07/2013	04	16.6	0	86	1.7	0
14/07/2013	05	16.5	0	89	0.1	58.8
14/07/2013	06	18.9	0	82	0.6	202.2
14/07/2013	07	21.1	0	74	1.5	378.3
14/07/2013	08	22.9	0	68	1	561.5
14/07/2013	09	25	0	60	1.3	716.1
14/07/2013	10	26.2	0	57	1.8	826.7
14/07/2013	11	27.2	0	55	2.1	943.2
14/07/2013	12	27.8	0	53	1.6	729.3
14/07/2013	13	28.6	0	48	1.4	772.9
14/07/2013	14	29.3	0	46	1.4	786.7
14/07/2013	15	29.6	0	45	1.4	664.9
14/07/2013	16	29.4	0	46	1.3	493.2
14/07/2013	17	29.1	0	45	1	305.6
14/07/2013	18	28.8	0	47	0.3	122.5
14/07/2013	19	25.8	0	61	2	16.4
14/07/2013	20	23.4	0	68	1.9	0
14/07/2013	21	22.4	0	71	2	0
14/07/2013	22	21.3	0	75	1.3	0
15/07/2013	23	19.5	0	82	0.8	0.2
15/07/2013	00	18.5	0	87	0.2	0
15/07/2013	01	17.5	0	89	0.8	0
15/07/2013	02	16.8	0	90	0.5	0
15/07/2013	03	16.8	0	90	1	0.5
15/07/2013	04	16.6	0	90	0.6	3.5
15/07/2013	05	17	0	90	0.7	42.9
15/07/2013	06	19.5	0	88	0.8	205.2
15/07/2013	07	21.9	0	78	0.3	380.8
15/07/2013	08	25	0	65	0.7	567.5
15/07/2013	09	27.3	0	52	1.3	724.4
15/07/2013	10	28.6	0	44	2.5	844
15/07/2013	11	29.5	0	40	1.3	930.5
15/07/2013	12	30.3	0	39	1.6	938.1
15/07/2013	13	30.8	0	37	2.2	906.5
15/07/2013	14	31.2	0	35	1.9	814.7
15/07/2013	15	31.4	0	35	1.7	677.1
15/07/2013	16	31.2	0	37	3.6	504
15/07/2013	17	30	0	41	3.4	310.9
15/07/2013	18	28.3	0	46	3	131.1
15/07/2013	19	26	0	51	3	18
15/07/2013	20	23.9	0	60	2.3	0
15/07/2013	21	22.7	0	67	1.8	0.2
15/07/2013	22	21.8	0	72	0.8	0
16/07/2013	23	20	0	82	0.6	0.9
16/07/2013	00	19.6	0	84	0.9	0
16/07/2013	01	19.7	0	84	1.4	0
16/07/2013	02	20	0	84	0.4	0
16/07/2013	03	19.2	0	86	0.1	0
16/07/2013	04	18.9	0	87	1.4	1.6
16/07/2013	05	19.8	0	86	0.6	58.2
16/07/2013	06	22.8	0	77	1	189.9
16/07/2013	07	24.7	0	69	2.2	370.9
16/07/2013	08	26	0	65	2.9	552.5
16/07/2013	09	27.2	0	60	2.4	698.8
16/07/2013	10	28.5	0	55	2.7	822.3
16/07/2013	11	29.1	0	49	2.3	911.8
16/07/2013	12	29.7	0	46	3.5	931.4
16/07/2013	13	29.8	0	48	3.2	883
16/07/2013	14	29.7	0	47	2.6	794.6
16/07/2013	15	29.3	0	46	3	653.6
16/07/2013	16	28.9	0	48	4.1	486.3
16/07/2013	17	28.1	0	50	3.6	297.5
16/07/2013	18	26.9	0	54	2.7	121.4
16/07/2013	19	24.7	0	62	0.9	17.3
16/07/2013	20	22.6	0	71	1.5	0
16/07/2013	21	21.2	0	76	1.4	0
16/07/2013	22	20.6	0	78	1.2	0
17/07/2013	23	20.4	0	78	0.8	0
17/07/2013	00	20	0	81	1.1	0
17/07/2013	01	19.8	0	81	0.8	0
17/07/2013	02	19.2	0	81	0.9	0.2
17/07/2013	03	18.4	0	82	1	0
17/07/2013	04	18.6	0	80	2.3	3.7
17/07/2013	05	19.3	0	75	1.7	61.4
17/07/2013	06	21.8	0	69	0.7	198.5
17/07/2013	07	23.8	0	64	2.1	383.3
17/07/2013	08	25.7	0	56	2.7	569.8
17/07/2013	09	27	0	46	2.8	722.3
17/07/2013	10	27.8	0	45	3.1	844
17/07/2013	11	28.6	0	43	3.3	910.7
17/07/2013	12	29.2	0	41	2.9	927.5
17/07/2013	13	29.7	0	39	3.4	892
17/07/2013	14	29.6	0	37	2.9	804
17/07/2013	15	29.4	0	37	4.3	657.5
17/07/2013	16	29	0	37	3.2	487.4
17/07/2013	17	28.5	0	40	1.4	280.2
17/07/2013	18	27.1	0	47	0.8	109.9
17/07/2013	19	24.4	0	60	0.6	15.2
17/07/2013	20	21.7	0	72	0.6	0
17/07/2013	21	20.6	0	76	0.4	0
17/07/2013	22	19.3	0	81	1.5	0
18/07/2013	23	18.6	0	82	1	0.5
18/07/2013	00	17.7	0	86	1	0
18/07/2013	01	16.6	0	88	0.5	0.5
18/07/2013	02	15.9	0	89	0.6	0
18/07/2013	03	15.7	0	90	0.6	1.2
18/07/2013	04	15	0	90	0.7	2.3
18/07/2013	05	16.5	0	90	0.2	84
18/07/2013	06	19.8	0	82	1.6	206.1
18/07/2013	07	23.3	0	67	1	399.3
18/07/2013	08	26.1	0	54	1.5	564
18/07/2013	09	27.3	0	48	1.4	665.8
18/07/2013	10	28.2	0	48	1.9	801.7
18/07/2013	11	29.4	0	42	2.2	929.1
18/07/2013	12	30.2	0	39	2	890.1
18/07/2013	13	30.6	0	37	3.5	853.9
18/07/2013	14	30.3	0	36	3.1	838.2
18/07/2013	15	30.3	0	33	3	704.6
18/07/2013	16	30.3	0	36	2.2	506.3
18/07/2013	17	29.6	0	39	2.1	315.9
18/07/2013	18	28.3	0	46	2.3	141.9
18/07/2013	19	25.5	0	58	1.9	20.1
18/07/2013	20	22.2	0	73	0.5	0
18/07/2013	21	20.9	0	78	1.4	1.4
18/07/2013	22	19.5	0	82	0.7	0.2
19/07/2013	23	18.7	0	84	1.2	0
19/07/2013	00	17.7	0	87	0.5	0
19/07/2013	01	17.1	0	87	2.1	0.2
19/07/2013	02	17	0	89	1.5	0
19/07/2013	03	16.4	0	89	1.2	0
19/07/2013	04	16	0	89	1.9	0.5
19/07/2013	05	16.9	0	88	2	64.6
19/07/2013	06	19.5	0	82	3.1	194.8
19/07/2013	07	22	0	74	1.9	381.5
19/07/2013	08	24.1	0	67	1.7	563.6
19/07/2013	09	26.1	0	60	1.3	724.9
19/07/2013	10	27.6	0	52	1.6	845.4
19/07/2013	11	28.8	0	46	1.2	924
19/07/2013	12	29.6	0	42	1.4	950.4
19/07/2013	13	30.3	0	41	1.6	699
19/07/2013	14	30.8	0	37	0.8	851.4
19/07/2013	15	31.4	0	34	1.5	688.2
19/07/2013	16	30.9	0	35	2.1	408.9
19/07/2013	17	29.7	0	39	2	192.2
19/07/2013	18	29.3	0	42	1.6	130.2
19/07/2013	19	26.7	0	49	1.9	17.3
19/07/2013	20	23.8	0	59	1.9	0.2
19/07/2013	21	22.7	0	63	1.9	0
19/07/2013	22	21.3	0	69	0.8	0
20/07/2013	23	19.6	0	78	0.6	0
20/07/2013	00	18.9	0	81	1.3	0.2
20/07/2013	01	18.4	0	83	1.6	0
20/07/2013	02	18.3	0	83	1.9	0
20/07/2013	03	17.9	0	84	1.5	0
20/07/2013	04	17.4	0	84	1.5	3.7
20/07/2013	05	17.7	0	83	2.1	44.5
20/07/2013	06	20	0	72	2.3	180
20/07/2013	07	23.1	0	60	2.5	360.7
20/07/2013	08	25.2	0	57	2.8	544.4
20/07/2013	09	27.2	0	54	2.6	699
20/07/2013	10	28.8	0	50	2.4	819.7
20/07/2013	11	30.1	0	45	1.3	904
20/07/2013	12	31.1	0	38	1.1	930.7
20/07/2013	13	31.6	0	36	0.6	710.8
20/07/2013	14	31.5	0	36	1.1	515.8
20/07/2013	15	31.6	0	36	1.3	446.8
20/07/2013	16	31.4	0	36	1.5	430.2
20/07/2013	17	31	0	38	0.4	284.6
20/07/2013	18	27	0	55	1.5	34.8
20/07/2013	19	25.1	0	62	1.7	12.9
20/07/2013	20	23.2	0	69	1	0
20/07/2013	21	21.2	0	79	0.7	0
20/07/2013	22	20.1	0	83	1.2	0
21/07/2013	23	19.6	0	84	1.2	0
21/07/2013	00	19.1	0	84	0.2	0
21/07/2013	01	18.3	0	86	0.9	0
21/07/2013	02	17.7	0	86	0.6	0.2
21/07/2013	03	17.3	0	87	1.1	0
21/07/2013	04	16.8	0	87	0.2	2.3
21/07/2013	05	17.8	0	86	1	48.9
21/07/2013	06	20.5	0	80	0.6	174.7
21/07/2013	07	23.9	0	71	3.5	341.3
21/07/2013	08	27.1	0	64	3.5	530.3
21/07/2013	09	28.6	0	58	2.2	696.7
21/07/2013	10	29.4	0	55	2.5	662.6
21/07/2013	11	30.3	0	46	3.4	884.6
21/07/2013	12	30.6	0	42	1.7	780
21/07/2013	13	30.7	0	42	3.4	654.3
21/07/2013	14	31.1	0	41	3	679.2
21/07/2013	15	30.6	0	43	1.8	673.2
21/07/2013	16	31	0	39	2.4	489.7
21/07/2013	17	30.4	0	43	1.6	303.9
21/07/2013	18	29.6	0	45	1.4	120.2
21/07/2013	19	26.7	0	53	2.2	13.2
21/07/2013	20	24	0	62	2.2	0
21/07/2013	21	22.8	0	64	2.4	0
21/07/2013	22	22.3	0	67	1.1	0
22/07/2013	23	20.4	0	77	0.6	0
22/07/2013	00	19.1	0	83	0.9	0
22/07/2013	01	18.1	0	86	1	0
22/07/2013	02	17.4	0	87	1.3	0
22/07/2013	03	17.1	0	88	1.3	0
22/07/2013	04	17.1	0	88	0.9	1.4
22/07/2013	05	17.4	0	89	1	51.7
22/07/2013	06	20.6	0	80	0.9	194.8
22/07/2013	07	23.9	0	67	1.6	374.8
22/07/2013	08	26.9	0	56	1.9	560.3
22/07/2013	09	28.6	0	50	2.1	706.9
22/07/2013	10	29.7	0	48	1.8	832
22/07/2013	11	30.9	0	43	1.6	895.9
22/07/2013	12	31.3	0	41	1.8	924.7
22/07/2013	13	31.8	0	39	1.5	825.7
22/07/2013	14	32.2	0	38	1.2	781.2
22/07/2013	15	32.2	0	39	1.8	655.6
22/07/2013	16	32	0	38	1.9	469.9
22/07/2013	17	31.6	0	40	1.8	300
22/07/2013	18	30.3	0	46	1.9	122.1
22/07/2013	19	27.8	0	54	1.8	13.4
22/07/2013	20	25.6	0	60	2.2	0
22/07/2013	21	23.6	0	66	2.5	0.2
22/07/2013	22	22.1	0	69	1	0
23/07/2013	23	19.8	0	78	0.8	0
23/07/2013	00	19.4	0	79	1	0
23/07/2013	01	19.5	0	77	1	0
23/07/2013	02	17.5	0	83	0.6	0
23/07/2013	03	17.1	0	85	1.6	1.2
23/07/2013	04	16.2	0	87	1.1	1.8
23/07/2013	05	16.5	0	88	1	51.2
23/07/2013	06	20.6	0	79	0.5	202.6
23/07/2013	07	24.9	0	65	2.1	395.3
23/07/2013	08	27.6	0	57	2.1	571.9
23/07/2013	09	29.1	0	52	1.8	727.7
23/07/2013	10	30.6	0	46	1.7	838.2
23/07/2013	11	31.8	0	35	1.6	925.9
23/07/2013	12	32.8	0	30	2.1	948.7
23/07/2013	13	33.5	0	30	1.3	912.7
23/07/2013	14	33.8	0	30	2.5	810
23/07/2013	15	34	0	31	2.5	674.3
23/07/2013	16	33.9	0	30	1.4	507
23/07/2013	17	32.9	0	35	3.8	313.9
23/07/2013	18	30.9	0	39	3.3	133.6
23/07/2013	19	27.8	0	45	2.7	14.8
23/07/2013	20	25.2	0	51	3.1	0
23/07/2013	21	24.4	0	51	2.9	0
23/07/2013	22	23.9	0	51	2.2	0
24/07/2013	23	22.1	0	59	1.8	0
24/07/2013	00	21.3	0	64	0.6	0
24/07/2013	01	19.6	0	74	0.7	0
24/07/2013	02	19.1	0	78	1.2	0
24/07/2013	03	18.2	0	83	1.8	0
24/07/2013	04	18.3	0	83	2.4	0.9
24/07/2013	05	19.4	0	79	1.2	47.1
24/07/2013	06	22.6	0	69	1.5	174
24/07/2013	07	25.5	0	55	3	344.1
24/07/2013	08	27.4	0	50	3	533.6
24/07/2013	09	28.9	0	49	2.8	697.9
24/07/2013	10	30.6	0	47	2.2	826.7
24/07/2013	11	31.8	0	43	3.1	894.3
24/07/2013	12	32.7	0	39	2.6	913
24/07/2013	13	33.3	0	37	2.4	800.1
24/07/2013	14	32.3	0	39	4.7	410.6
24/07/2013	15	30.5	0	45	4	324.7
24/07/2013	16	30.8	0	43	2.4	443.6
24/07/2013	17	31.4	0	46	1.2	310.6
24/07/2013	18	30.3	0	50	0.6	51.5
24/07/2013	19	28	0	57	2.4	7.8
24/07/2013	20	26.4	0	58	1.2	0
24/07/2013	21	24.2	0	70	2.1	0
24/07/2013	22	23	0	75	1.3	0
25/07/2013	23	22.1	0	77	2.3	0
25/07/2013	00	20.4	0	84	0.4	0
25/07/2013	01	19.5	0	86	1.1	0
25/07/2013	02	18.9	0	86	1.9	0.7
25/07/2013	03	18.4	0	87	1.8	0
25/07/2013	04	17.9	0	87	1.4	0
25/07/2013	05	18.7	0	85	0.5	48.9
25/07/2013	06	22	0	74	1.4	178.2
25/07/2013	07	24.3	0	61	3.3	350.6
25/07/2013	08	26.3	0	57	2.9	531.5
25/07/2013	09	28.3	0	54	2.9	696.7
25/07/2013	10	30.1	0	51	2.9	805.9
25/07/2013	11	30.9	0	50	2.3	877.2
25/07/2013	12	31.9	0	47	1.6	872.1
25/07/2013	13	32.6	0	44	2.4	846.7
25/07/2013	14	33.2	0	42	2	730.7
25/07/2013	15	33.6	0	41	0.9	635.8
25/07/2013	16	33.9	0	38	1.3	455.3
25/07/2013	17	33.7	0	39	0.9	272.3
25/07/2013	18	32.7	0	42	1.3	100.9
25/07/2013	19	29.8	0	56	2.4	11.5
25/07/2013	20	27.4	0	65	2.7	0
25/07/2013	21	26.2	0	68	2.6	0
25/07/2013	22	25.2	0	70	1.8	0
26/07/2013	23	24.2	0	74	1.2	0
26/07/2013	00	23.4	0	76	1.6	0
26/07/2013	01	22.9	0	78	1.4	0
26/07/2013	02	22.3	0	80	0.5	0.9
26/07/2013	03	21.1	0	84	0.2	0.2
26/07/2013	04	20.5	0	85	0.6	1.6
26/07/2013	05	20.6	0	85	0.4	39.5
26/07/2013	06	23.6	0	77	1.7	168.5
26/07/2013	07	26.2	0	66	2.5	357.2
26/07/2013	08	28	0	61	2.3	532.2
26/07/2013	09	29.5	0	57	1.4	691
26/07/2013	10	31.1	0	53	0.9	806.6
26/07/2013	11	32.4	0	47	1.1	865
26/07/2013	12	33.3	0	44	2	915
26/07/2013	13	34.1	0	39	1.8	875.6
26/07/2013	14	34.9	0	36	1.9	787.7
26/07/2013	15	35.1	0	34	1.9	641.1
26/07/2013	16	35	0	36	2	462
26/07/2013	17	33.3	0	49	3.9	268.4
26/07/2013	18	31.7	0	51	3.1	94.9
26/07/2013	19	29.9	0	56	2.6	19.8
26/07/2013	20	28.1	0	59	2.9	0
26/07/2013	21	26.8	0	60	2.2	0
26/07/2013	22	25.8	0	59	1	0
27/07/2013	23	24.3	0	65	1.2	0
27/07/2013	00	22.9	0	72	0.5	0.2
27/07/2013	01	22.2	0	76	0.6	0
27/07/2013	02	21.7	0	79	0.1	0
27/07/2013	03	21.2	0	81	1.2	0
27/07/2013	04	20.7	0	84	2.3	0.7
27/07/2013	05	21.6	0	82	1.6	35.8
27/07/2013	06	24.5	0	70	2.4	172.2
27/07/2013	07	26.8	0	62	2.4	346.2
27/07/2013	08	28.6	0	60	1.5	528.3
27/07/2013	09	30.3	0	55	1.1	679.4
27/07/2013	10	31.9	0	50	0.8	794.8
27/07/2013	11	33.3	0	46	0.9	874.2
27/07/2013	12	34.2	0	41	1.5	901.9
27/07/2013	13	35.2	0	35	1.4	883.7
27/07/2013	14	35.9	0	33	0.8	791.1
27/07/2013	15	36.4	0	32	1.1	644.8
27/07/2013	16	36.3	0	33	1.9	454.9
27/07/2013	17	35.2	0	40	3.6	263.8
27/07/2013	18	32.8	0	50	2	105.5
27/07/2013	19	30.4	0	56	2	9.2
27/07/2013	20	28.4	0	57	2.9	0
27/07/2013	21	26.8	0	63	2.2	0
27/07/2013	22	25.8	0	67	1.8	1.2
28/07/2013	23	24.9	0	70	1.4	0
28/07/2013	00	23.8	0	74	0.8	0
28/07/2013	01	22.9	0	77	0.7	0.2
28/07/2013	02	22	0	81	1.2	0.7
28/07/2013	03	21.4	0	84	2.1	0.7
28/07/2013	04	21.3	0	84	1.1	1.8
28/07/2013	05	21.7	0	80	1	35.5
28/07/2013	06	24.1	0	71	1.8	171.9
28/07/2013	07	27.2	0	56	0.5	347.3
28/07/2013	08	30.3	0	47	1	520
28/07/2013	09	32	0	41	1.3	683.1
28/07/2013	10	33.3	0	35	1.5	779.8
28/07/2013	11	34.8	0	30	1.4	889.2
28/07/2013	12	36.2	0	29	2.3	908.6
28/07/2013	13	37.3	0	29	1.8	873.7
28/07/2013	14	38.2	0	25	4.9	793.7
28/07/2013	15	38.1	0	23	4.7	654.5
28/07/2013	16	37.4	0	24	5.2	483
28/07/2013	17	36.2	0	29	3.7	289.9
28/07/2013	18	34.3	0	35	3.6	112.9
28/07/2013	19	30.5	0	43	3.3	13.2
28/07/2013	20	29.4	0	43	4.3	0
28/07/2013	21	29.4	0	40	3.4	0
28/07/2013	22	27.7	0	42	1.4	0
29/07/2013	23	26.1	0	45	2.9	0
29/07/2013	00	25.7	0	41	1.9	0
29/07/2013	01	22.9	0	54	2.4	0
29/07/2013	02	21.5	0	60	1.2	0
29/07/2013	03	20.8	0	64	1	0
29/07/2013	04	19.5	0	72	1.2	0
29/07/2013	05	20.3	0	70	1.7	49.6
29/07/2013	06	25	0	58	1.5	210
29/07/2013	07	27.4	0	48	3	252.7
29/07/2013	08	27.4	0	49	3.8	253.2
29/07/2013	09	27.6	0	54	0.5	177.7
29/07/2013	10	29.5	0	47	1.2	378
29/07/2013	11	29.6	0	47	1.6	239.3
29/07/2013	12	26.8	1.4	61	7	63.2
29/07/2013	13	22.8	1	74	3.2	51.5
29/07/2013	14	24.2	0	67	1.2	67.2
29/07/2013	15	25.7	0	66	7.8	508.2
29/07/2013	16	28.8	0	55	6.7	515.1
29/07/2013	17	28.9	0	50	4.1	240
29/07/2013	18	27.4	0	55	3.9	63.5
29/07/2013	19	25.9	0	57	3.1	17.3
29/07/2013	20	22.6	0	66	0.6	0
29/07/2013	21	20.5	0	78	1.9	0
29/07/2013	22	19.6	0	80	3	0
30/07/2013	23	20.1	0	74	2.3	0
30/07/2013	00	17.7	0	82	1.9	0
30/07/2013	01	16.4	0	85	2.5	0
30/07/2013	02	16.3	0	84	2.8	0
30/07/2013	03	16.6	0	82	1.1	0
30/07/2013	04	15.8	0	84	2	0.5
30/07/2013	05	15.7	0	85	1.9	21.9
30/07/2013	06	18.4	0	77	3.2	202.6
30/07/2013	07	21	0	66	4.5	389.1
30/07/2013	08	23.3	0	59	3.4	581.8
30/07/2013	09	25.5	0	51	3	745.9
30/07/2013	10	27.1	0	46	2.2	865.4
30/07/2013	11	28.7	0	39	1.9	939.5
30/07/2013	12	29.6	0	34	2.2	955
30/07/2013	13	30.1	0	33	2.1	919.7
30/07/2013	14	30.6	0	32	1.4	841
30/07/2013	15	30.8	0	31	1.6	681.7
30/07/2013	16	31.1	0	31	1.5	504.5
30/07/2013	17	30.4	0	29	0.8	312
30/07/2013	18	30.1	0	32	0.9	127.2
30/07/2013	19	25.6	0	47	0.9	3.5
30/07/2013	20	21.2	0	68	0.4	0
30/07/2013	21	19.9	0	67	1	0.2
30/07/2013	22	18.9	0	71	0.3	0
31/07/2013	23	17.6	0	79	0.9	0
31/07/2013	00	17	0	82	0.8	0
31/07/2013	01	16.7	0	81	0.8	1.2
31/07/2013	02	16.8	0	81	1.1	0.5
31/07/2013	03	16.3	0	82	1.7	0
31/07/2013	04	15.4	0	85	1.6	0
31/07/2013	05	15.8	0	84	2	24
31/07/2013	06	19	0	74	2.2	189
31/07/2013	07	22.6	0	59	1.6	372.9
31/07/2013	08	25.4	0	54	1.2	556.9
31/07/2013	09	27.8	0	46	1.7	725.1
31/07/2013	10	29.4	0	39	4.5	851.4
31/07/2013	11	30.4	0	35	2.3	932.4
31/07/2013	12	31.1	0	31	2.3	945.3
31/07/2013	13	31.5	0	29	2.2	913.7
31/07/2013	14	31.7	0	29	2	820.4
31/07/2013	15	32	0	28	1.6	677.1
31/07/2013	16	31.5	0	29	2.3	502.4
31/07/2013	17	30.9	0	30	2	312
31/07/2013	18	29.9	0	33	1.6	125.1
31/07/2013	19	26.5	0	45	1.1	8.8
31/07/2013	20	23.3	0	54	1.1	0
31/07/2013	21	21.8	0	59	1.3	0
31/07/2013	22	20.8	0	62	0.7	0
01/08/2013	23	19.1	0	70	0.1	0
01/08/2013	00	18.2	0	75	0.5	0.2
01/08/2013	01	17.9	0	75	0.2	0.7
01/08/2013	02	17.2	0	81	0.6	0.5
01/08/2013	03	16.6	0	83	0.8	0.7
01/08/2013	04	16.4	0	85	1.2	0
01/08/2013	05	16.9	0	83	1.3	18.9
01/08/2013	06	20.3	0	72	1.3	187.6
01/08/2013	07	23.6	0	58	0.9	363.9
01/08/2013	08	26.4	0	50	0.9	547.2
01/08/2013	09	28.9	0	45	1.1	713.8
01/08/2013	10	30.3	0	39	1.8	841
01/08/2013	11	31.1	0	38	2	916.4
01/08/2013	12	31.7	0	38	2.3	950.6
01/08/2013	13	32.2	0	36	2.2	897.7
01/08/2013	14	32.5	0	35	1.8	805.7
01/08/2013	15	32.9	0	35	1.4	663.5
01/08/2013	16	32.9	0	34	1.6	492.7
01/08/2013	17	32.3	0	34	1.5	302.3
01/08/2013	18	31.1	0	37	2.5	123.2
01/08/2013	19	27.2	0	50	1.2	9.5
01/08/2013	20	25.1	0	54	1.9	0
01/08/2013	21	23.3	0	59	2	0
01/08/2013	22	21.9	0	62	1.2	0
02/08/2013	23	19.8	0	72	0.7	0.5
02/08/2013	00	18.4	0	76	0.8	0
02/08/2013	01	18.4	0	75	0.9	0
